01456	北海道	愛別町	あいべつちょう	/hokkaido/cities/aibetsu/	43.9065067	142.5779833	http://www.town.aibetsu.hokkaido.jp/	愛別町役場ホームページ		/hokkaido/cities/shibetsu/,/hokkaido/cities/toma/,/hokkaido/cities/pippu/,/hokkaido/cities/kamikawa/
01409	北海道	赤井川村	あかいがわむら	/hokkaido/cities/akaigawa/	43.0834931	140.81349	http://www.akaigawa.com/	赤井川村役場ホームページ		/hokkaido/cities/sapporo/wards/minami/,/hokkaido/cities/otaru/,/hokkaido/cities/kyogoku/,/hokkaido/cities/kutchan/,/hokkaido/cities/niki/,/hokkaido/cities/yoichi/
01218	北海道	赤平市	あかびらし	/hokkaido/cities/akabira/	43.558077	142.0442207	http://www.city.akabira.hokkaido.jp/	赤平市役所ホームページ		/hokkaido/cities/ashibetsu/,/hokkaido/cities/takikawa/,/hokkaido/cities/sunagawa/,/hokkaido/cities/utashinai/,/hokkaido/cities/fukagawa/
01204	北海道	旭川市	あさひかわし	/hokkaido/cities/asahikawa/	43.7706384	142.3648288	http://www.city.asahikawa.hokkaido.jp/	旭川市役所ホームページ		/hokkaido/cities/ashibetsu/,/hokkaido/cities/fukagawa/,/hokkaido/cities/takasu/,/hokkaido/cities/higashikagura/,/hokkaido/cities/toma/,/hokkaido/cities/pippu/,/hokkaido/cities/kamikawa/,/hokkaido/cities/higashikawa/,/hokkaido/cities/biei/,/hokkaido/cities/wassamu/
01216	北海道	芦別市	あしべつし	/hokkaido/cities/ashibetsu/	43.5181698	142.1894454	http://www.city.ashibetsu.hokkaido.jp/	芦別市役所ホームページ		/hokkaido/cities/asahikawa/,/hokkaido/cities/yubari/,/hokkaido/cities/bibai/,/hokkaido/cities/akabira/,/hokkaido/cities/mikasa/,/hokkaido/cities/utashinai/,/hokkaido/cities/fukagawa/,/hokkaido/cities/furano/,/hokkaido/cities/naie/,/hokkaido/cities/kamisunagawa/,/hokkaido/cities/biei/,/hokkaido/cities/nakafurano/,/hokkaido/cities/minamifurano/
01647	北海道	足寄町	あしょろちょう	/hokkaido/cities/ashoro/	43.244804	143.5539148	http://www.town.ashoro.hokkaido.jp/	足寄町役場ホームページ		/hokkaido/cities/kushiro/,/hokkaido/cities/tsubetsu/,/hokkaido/cities/oketo/,/hokkaido/cities/kamishihoro/,/hokkaido/cities/honbetsu/,/hokkaido/cities/rikubetsu/,/hokkaido/cities/shiranuka/
01662	北海道	厚岸町	あっけしちょう	/hokkaido/cities/akkeshi/			http://www.akkeshi-town.jp/	厚岸町役場ホームページ		/hokkaido/cities/kushiro_kushiro/,/hokkaido/cities/hamanaka/,/hokkaido/cities/shibecha/,/hokkaido/cities/betsukai/
01363	北海道	厚沢部町	あっさぶちょう	/hokkaido/cities/assabu/	41.9209037	140.2254815	http://www.town.assabu.lg.jp/	厚沢部町役場ホームページ		/hokkaido/cities/hokuto/,/hokkaido/cities/kikonai/,/hokkaido/cities/mori/,/hokkaido/cities/yakumo/,/hokkaido/cities/esashi_hiyama/,/hokkaido/cities/kaminokuni/,/hokkaido/cities/otobe/
01581	北海道	厚真町	あつまちょう	/hokkaido/cities/atsuma/	42.7236659	141.8779442	http://www.town.atsuma.lg.jp/	厚真町役場ホームページ		/hokkaido/cities/yubari/,/hokkaido/cities/tomakomai/,/hokkaido/cities/yuni/,/hokkaido/cities/abira/,/hokkaido/cities/mukawa/
01211	北海道	網走市	あばしりし	/hokkaido/cities/abashiri/	44.0206349	144.2734084	http://www.city.abashiri.hokkaido.jp/	網走市役所ホームページ	abashirisi	/hokkaido/cities/kitami/,/hokkaido/cities/koshimizu/,/hokkaido/cities/ozora/
01585	北海道	安平町	あびらちょう	/hokkaido/cities/abira/	42.7628183	141.8180272	http://www.town.abira.lg.jp/	安平町役場ホームページ		/hokkaido/cities/tomakomai/,/hokkaido/cities/chitose/,/hokkaido/cities/yuni/,/hokkaido/cities/atsuma/
01644	北海道	池田町	いけだちょう	/hokkaido/cities/ikeda/	42.9289575	143.448365	http://www.town.ikeda.hokkaido.jp/	池田町役場ホームページ		/hokkaido/cities/otofuke/,/hokkaido/cities/shihoro/,/hokkaido/cities/makubetsu/,/hokkaido/cities/toyokoro/,/hokkaido/cities/honbetsu/,/hokkaido/cities/urahoro/
01235	北海道	石狩市	いしかりし	/hokkaido/cities/ishikari/	43.1713877	141.3155295	http://www.city.ishikari.hokkaido.jp/	石狩市役所ホームページ		/hokkaido/cities/sapporo/wards/kita/,/hokkaido/cities/sapporo/wards/teine/,/hokkaido/cities/otaru/,/hokkaido/cities/tobetsu/,/hokkaido/cities/shintotsukawa/,/hokkaido/cities/mashike/
01370	北海道	今金町	いまかねちょう	/hokkaido/cities/imakane/	42.4294254	140.0088869	http://www.town.imakane.lg.jp/	今金町役場ホームページ		/hokkaido/cities/yakumo/,/hokkaido/cities/oshamanbe/,/hokkaido/cities/setana/,/hokkaido/cities/shimamaki/
